"","date","GNPannGrowth15","TenYrQrt.T10yrq","FiveYrQrt.T5yrq","TbillQrt.T3moq","TbillQrtSec.T3moqs","TS5","TS5sec","TS10","TS10sec"
"191",2000-10-01,0.0150366322178261,0.0574,0.0578,0.0629,0.0611,-0.00480974190765631,-0.00311482624766494,-0.00518795673818627,-0.00349304107819487
"192",2001-01-01,0.0126539151543544,0.0516,0.0486,0.0529,0.0515,-0.00409232072428127,-0.00276177500432214,-0.00123544800698735,9.50977129716531e-05
"193",2001-04-01,0.0242949915200886,0.0514,0.0476,0.0397,0.0387,0.00756962364963234,0.00853190239979132,0.0111903994014231,0.0121526781515821
"194",2001-07-01,0.0176349414578308,0.0524,0.0476,0.0359,0.0351,0.0112312195695005,0.0120037932438525,0.0158026561020813,0.0165752297764334
"195",2001-10-01,0.0159843008739463,0.0457,0.0391,0.022,0.0216,0.0165934620949512,0.0169849281402714,0.0229250258408934,0.0233164918862136
"196",2002-01-01,0.0227672762266653,0.0504,0.0434,0.0168,0.0165,0.0258241707130482,0.0261192575198911,0.0325106031133423,0.0328056899201851
"197",2002-04-01,0.0334349089918315,0.0521,0.0465,0.0175,0.0171,0.0281026245693044,0.0284958222545041,0.033439528497492,0.0338327261826918
"198",2002-07-01,0.0455366417600779,0.0465,0.0381,0.0171,0.0168,0.0204366785676493,0.0207316783239555,0.0284958222545041,0.0287908220108102
"199",2002-10-01,0.0489685987410351,0.0394,0.0295,0.0161,0.0158,0.0131014779760084,0.0133967681006995,0.0226718540825058,0.0229671442071969
"200",2003-01-01,0.0434423010231802,0.0405,0.0305,0.0119,0.0117,0.0182143695947994,0.0184120371186688,0.0278716150979747,0.0280692826218443
"201",2003-04-01,0.0364772769264066,0.0396,0.0293,0.0115,0.0113,0.0174445819247136,0.0176423276243891,0.0274016461595351,0.0275993918592104
"202",2003-07-01,0.0289202240266302,0.0398,0.0287,0.0092,0.009,0.0191379313700816,0.0193361277833754,0.0298704491827126,0.0300686455960065
"203",2003-10-01,0.0350883605568563,0.0429,0.0319,0.0094,0.0092,0.0220456682155066,0.0222438253547659,0.032649199221005,0.0328473563602643
"204",2004-01-01,0.0341919156284396,0.0415,0.0312,0.009,0.0088,0.0217634312713687,0.0219616669742678,0.0317022403474179,0.031900476050317
"205",2004-04-01,0.0333888245154195,0.0435,0.0339,0.0096,0.0094,0.0237838468056987,0.0239819646864854,0.0330262347303067,0.0332243526110935
"206",2004-07-01,0.030270197302339,0.045,0.0369,0.0136,0.0133,0.022727142557303,0.0230231611099605,0.030508535391982,0.0308045539446393
"207",2004-10-01,0.0291245874853279,0.041,0.0335,0.0179,0.0176,0.0152094186635289,0.0155041865359653,0.0224401081566747,0.022734876029111
"208",2005-01-01,0.0273828328487245,0.0422,0.0371,0.0237,0.0233,0.0130048416699633,0.0133956575029787,0.017910348549389,0.0183011643824044
"209",2005-04-01,0.018060844222173,0.0434,0.04,0.0284,0.0278,0.011216516743684,0.011800117577289,0.0144804151965582,0.0150640160301632
"210",2005-07-01,0.0232321580418763,0.0418,0.0398,0.0329,0.0322,0.00665800693702768,0.00733594023498866,0.00857960629850343,0.00925753959646437
"211",2005-10-01,0.0116626312065663,0.0446,0.0433,0.0379,0.0371,0.00518932550268023,0.00596040987823514,0.00643459603095494,0.00720568040650977
"212",2006-01-01,0.0182639818814428,0.0442,0.0435,0.0434,0.0424,9.5835928963114e-05,0.00105470070662011,0.000766430388159602,0.00172529516581669
"213",2006-04-01,0.0291617624617942,0.0499,0.049,0.0472,0.046,0.00171739380060706,0.00286396377142894,0.00257498592520562,0.00372155589602749
"214",2006-07-01,0.027199736382655,0.0509,0.0504,0.0508,0.0495,-0.000380734822798375,0.000857183727898614,9.51610601660782e-05,0.00133307961086298
"215",2006-10-01,0.0185101704589678,0.0473,0.0469,0.0505,0.0492,-0.00343282495974594,-0.00219455266740936,-0.00305081750595517,-0.00181254521361862
"216",2007-01-01,0.0144186803888083,0.0476,0.0475,0.0511,0.0498,-0.00343086203301577,-0.00219329702190654,-0.00333540119575176,-0.00209783618464254
"217",2007-04-01,5.20748032685524e-05,0.0469,0.0459,0.0501,0.0487,-0.00400763895172519,-0.00267354308013679,-0.00305198138663845,-0.00171788551505024
"218",2007-07-01,-0.0325001212693547,0.05,0.0488,0.0496,0.0482,-0.000762485740334593,0.000572246081424236,0.000381024961744335,0.00171575678350327
"219",2007-10-01,-0.0378277262381064,0.0453,0.042,0.04,0.039,0.00192123017789387,0.00288323121408493,0.00508321240324308,0.00604521343943402
"220",2008-01-01,-0.0442239841590694,0.0374,0.0298,0.0282,0.0275,0.00155490799063679,0.00223594124165139,0.0089078822958957,0.00958891554691023
"221",2008-04-01,-0.033968957348452,0.0368,0.0284,0.0131,0.0129,0.0149892593321027,0.0151866926989831,0.0231241095383784,0.0233215429052589
"222",2008-07-01,0.000879271917952894,0.0401,0.033,0.0166,0.0163,0.0160034641068363,0.0162986089759177,0.0228531363462854,0.0231482812153667
"223",2008-10-01,0.0197047911303723,0.0381,0.0273,0.0069,0.0067,0.020057697300649,0.0202563464868406,0.0305158152776307,0.0307144644638222
"224",2009-01-01,0.0312350230694798,0.0252,0.016,0.0013,0.0013,0.0145741934246701,0.0145741934246701,0.0235885597761588,0.0235885597761588
"225",2009-04-01,0.0304926409547848,0.0293,0.0186,0.0016,0.0016,0.0168304141046702,0.0168304141046702,0.0272802381866797,0.0272802381866797
